                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    108,               0.097079,               0.038073,               0.018427,                      0,              0.0023175,                    0.5,              0.0068767,               0.001574,              0.0019864,                0.42857,              0.0035125,              0.0011794,                0.11159,                0.16334,              0.0081644,                      0,                0.00893,                0.00893,                0.00893
                    109,                0.10749,               0.038874,               0.014969,                      0,              0.0022932,                    0.5,               0.017847,              0.0048069,              0.0021294,                0.46429,               0.021652,              0.0049594,                0.11259,                 0.2147,              0.0084061,                      0,                0.00892,                0.00892,                0.00892
                    110,               0.088823,                0.04018,               0.018152,                      0,             0.00079365,                0.17857,              0.0010012,             0.00034169,             0.00095238,                0.21429,             0.00070557,             0.00026465,                0.11907,               0.080172,              0.0077105,                      0,                0.00891,                0.00891,                0.00891
                    111,                0.10022,               0.035974,               0.013789,                      0,             0.00063492,                0.14286,             0.00070695,             0.00033014,             0.00079365,                0.17857,             0.00048965,             9.3497e-05,                0.12017,               0.085225,              0.0079201,                      0,                 0.0089,                 0.0089,                 0.0089
                    112,               0.093445,                0.03952,               0.016955,                      0,             0.00063492,                0.14286,              0.0015368,             0.00030332,             0.00079365,                0.17857,             0.00071038,             0.00025183,                0.11704,               0.085479,              0.0084127,                      0,                0.00889,                0.00889,                0.00889
                    113,               0.093306,                0.03545,               0.015529,                      0,              0.0095853,               0.071429,              0.0093936,              0.0038295,              0.0047927,               0.035714,              0.0046171,              0.0013003,                0.10572,               0.082194,               0.010347,                      0,                0.00888,                0.00888,                0.00888
                    114,               0.092441,               0.039798,               0.018068,                      0,               0.090227,               0.071429,               0.029882,               0.015268,               0.046077,               0.035714,               0.023024,              0.0076723,               0.098135,               0.068547,               0.010903,                      0,                0.00887,                0.00887,                0.00887
                    115,               0.090961,               0.044392,                0.01873,                      0,                0.58583,               0.071429,               0.071644,               0.034301,                0.58583,               0.071429,               0.068458,               0.018389,               0.095445,               0.061877,               0.011707,                      0,                0.00886,                0.00886,                0.00886
                    116,               0.093886,               0.036611,               0.017873,                      0,                0.53726,               0.071429,               0.083809,               0.038301,                0.53726,               0.071429,               0.080947,               0.040433,               0.083175,               0.058586,               0.013514,                      0,                0.00885,                0.00885,                0.00885
                    117,               0.096624,               0.036276,               0.019012,                      0,                0.42911,                0.17857,                0.20478,                0.10798,                0.42911,                0.17857,                0.19516,               0.051539,               0.073482,               0.050332,               0.013651,                      0,                0.00884,                0.00884,                0.00884
                    118,               0.098974,               0.038511,                0.01685,                      0,                0.38888,                0.20502,                0.20147,               0.078558,                0.33246,                0.17792,                0.13867,               0.052645,               0.072281,               0.061713,               0.014823,                      0,                0.00883,                0.00883,                0.00883
                    119,                0.09464,                0.04582,               0.017709,                      0,                 0.2707,                0.14286,                0.15547,                0.08911,                 0.2707,                0.14286,                0.15089,               0.038831,               0.079313,               0.061979,               0.014764,                      0,                0.00882,                0.00882,                0.00882
                    120,               0.086727,               0.039623,               0.017341,                      0,                0.80837,               0.071429,               0.092487,               0.049438,                0.80837,               0.071429,               0.091012,                0.03045,               0.087466,               0.058328,               0.012209,                      0,                0.00881,                0.00881,                0.00881
                    121,                0.10432,               0.074413,                0.01856,                      0,              0.0022797,               0.035714,              0.0025946,             0.00061259,              0.0022797,               0.035714,              0.0015913,             0.00052264,                0.11272,                0.12079,              0.0095356,                      0,                 0.0088,                 0.0088,                 0.0088
                    122,                0.10269,               0.036735,               0.015272,                      0,              0.0096236,               0.035714,              0.0049364,              0.0025421,              0.0096236,               0.035714,              0.0037747,                0.00124,                0.10686,                 0.2026,              0.0099522,                      0,                0.00879,                0.00879,                0.00879
                    123,                0.08917,               0.037099,               0.017628,                      0,              0.0015858,               0.035714,              0.0016785,              0.0003821,              0.0011111,                   0.25,              0.0010369,             0.00040662,                0.11345,                0.18758,              0.0089535,                      0,                0.00878,                0.00878,                0.00878
                    124,               0.081403,               0.030033,               0.018728,                      0,               0.011938,               0.035714,              0.0051823,              0.0028669,               0.011938,               0.035714,              0.0046772,              0.0023118,                0.10257,                0.13958,              0.0099895,                      0,                0.00877,                0.00877,                0.00877
                    125,               0.096108,               0.033047,               0.015485,                      0,                 0.0166,               0.071429,              0.0075494,              0.0026718,                 0.0166,               0.071429,              0.0063996,              0.0023438,                0.10388,               0.094026,               0.009111,                      0,                0.00876,                0.00876,                0.00876
                    126,               0.084933,               0.035783,               0.014877,                      0,                0.42645,               0.071429,                0.09884,               0.047106,                0.98031,               0.071429,               0.082706,               0.013898,               0.085841,               0.077644,               0.011378,                      0,                0.00875,                0.00875,                0.00875
                    127,                0.08696,               0.032943,               0.017642,                      0,                0.20603,                0.14286,                0.15057,               0.083979,                0.19126,                0.14286,                0.15628,               0.080694,                0.07252,               0.080999,               0.011984,                      0,                0.00874,                0.00874,                0.00874
                    128,                0.09672,               0.036652,               0.014848,                      0,                0.17654,                0.17857,                0.14508,               0.095229,                0.17654,                0.17857,                0.14992,               0.054514,               0.072957,               0.081093,               0.012051,                      0,                0.00873,                0.00873,                0.00873
                    129,               0.098475,               0.034585,               0.016728,                      0,                0.49532,                0.21429,                0.25417,                0.10311,                0.49532,                0.21429,                 0.2658,                0.12047,               0.075567,                0.06939,               0.012099,                      0,                0.00872,                0.00872,                0.00872
                    130,               0.084509,               0.036001,               0.016945,                      0,                0.28937,                0.21429,                0.21441,                0.12111,                 0.2842,                0.21429,                0.21862,                0.10622,               0.071127,                0.06075,               0.012353,                      0,                0.00871,                0.00871,                0.00871
                    131,               0.098783,               0.046998,               0.014263,                      0,             0.00015873,               0.035714,             8.3052e-05,             2.4916e-05,             0.00031746,               0.071429,             0.00017155,             5.8681e-05,                0.12779,                 1.1372,                0.01501,                      0,                 0.0087,                 0.0087,                 0.0087
                    132,               0.090841,               0.030895,               0.013546,                      0,               0.012075,                   0.25,              0.0069012,              0.0023815,               0.012075,                   0.25,              0.0068844,              0.0028653,               0.097407,                0.31212,               0.016194,                      0,                0.00869,                0.00869,                0.00869
                    133,               0.087488,               0.043207,                0.01693,                      0,               0.021223,                0.28571,               0.012022,              0.0056219,               0.020715,                0.28571,               0.012673,              0.0052695,               0.077033,                 0.1281,               0.018008,                      0,                0.00868,                0.00868,                0.00868
                    134,               0.093292,               0.035715,                0.01443,                      0,               0.020395,                0.28571,               0.012459,              0.0048711,               0.020395,                0.28571,               0.012105,              0.0054692,               0.071381,                0.10396,               0.019004,                      0,                0.00867,                0.00867,                0.00867
                    135,                0.09007,               0.034262,               0.016132,                      0,                 0.5382,                0.14286,                0.15604,               0.092149,                 0.5382,                0.14286,                0.15681,               0.091939,               0.065164,               0.081025,               0.013496,                      0,                0.00866,                0.00866,                0.00866
                    136,               0.084663,                0.03323,                0.01706,                      0,                 0.3235,                0.21429,                0.21046,               0.051714,                0.31119,                0.21429,                0.10595,               0.024378,                0.07371,               0.081984,                0.01293,                      0,                0.00865,                0.00865,                0.00865
                    137,               0.094041,               0.032663,               0.016272,                      0,                0.24261,                   0.25,                0.20986,                0.11404,                0.24261,                   0.25,                0.20816,               0.079178,               0.061774,               0.049979,               0.013669,                      0,                0.00864,                0.00864,                0.00864
                    138,               0.093495,               0.039347,               0.017652,                      0,                0.37615,                0.35714,                0.29429,                0.13777,                0.33853,                0.32143,                0.28817,                0.10442,               0.058889,               0.052918,               0.012849,                      0,                0.00863,                0.00863,                0.00863
                    139,               0.085369,               0.035033,               0.016545,                      0,                0.28369,                   0.25,                0.29226,                  0.129,                0.26922,                0.21429,                 0.2435,               0.085591,               0.059573,               0.044211,                0.01259,                      0,                0.00862,                0.00862,                0.00862
                    140,               0.094382,               0.034054,               0.013855,                      0,                0.18437,                0.14286,                0.17833,               0.095612,                0.20649,                0.14286,                0.16092,               0.060569,               0.070335,                 0.0565,               0.012748,                      0,                0.00861,                0.00861,                0.00861
                    141,               0.089015,               0.035279,               0.018301,                      0,                0.24872,                0.21429,                0.19624,                0.10652,                0.22856,                0.14839,                0.17768,               0.091347,               0.062584,               0.054114,               0.013517,                      0,                 0.0086,                 0.0086,                 0.0086
                    142,               0.092421,               0.030714,               0.016533,                      0,                0.33074,                0.14286,                 0.1752,               0.049739,                0.32249,                0.10714,                0.09126,               0.018919,               0.074428,               0.061985,               0.011597,                      0,                0.00859,                0.00859,                0.00859
                    143,               0.081533,               0.035063,               0.013941,                      0,                0.28736,                0.17857,                 0.1901,               0.077243,                0.44667,                0.10714,                0.17113,               0.087927,               0.067596,                0.05857,                0.01305,                      0,                0.00858,                0.00858,                0.00858
                    144,               0.085171,               0.034097,               0.012517,                      0,                0.43874,                0.39286,                0.34442,                 0.1578,                0.43874,                0.39286,                0.32485,                0.14543,               0.057966,                0.05909,               0.012638,                      0,                0.00857,                0.00857,                0.00857
                    145,               0.074772,               0.030073,               0.016613,                      0,                0.45861,                0.46429,                0.50885,                0.20152,                0.76871,                0.32143,                0.45909,                0.21925,               0.053949,               0.047535,               0.011616,                      0,                0.00856,                0.00856,                0.00856
                    146,               0.083904,               0.031431,               0.014615,                      0,                0.48161,                0.39286,                 0.3817,                0.18355,                0.49488,                0.39286,                0.38879,                0.16226,               0.063755,               0.052488,               0.013116,                      0,                0.00855,                0.00855,                0.00855
                    147,               0.085576,               0.037961,               0.015419,                      0,                 0.5571,                0.35714,                0.41544,                0.17254,                0.38734,                    0.5,                0.40505,                0.17324,               0.058692,               0.048326,               0.015183,                      0,                0.00854,                0.00854,                0.00854
                    148,               0.087203,               0.032063,               0.014178,                      0,                 0.5447,                0.39286,                0.41929,                0.21077,                0.58665,                0.32143,                0.38737,                0.16552,               0.059175,               0.050215,                0.01447,                      0,                0.00853,                0.00853,                0.00853
                    149,               0.077698,               0.034159,               0.014161,                      0,                0.92502,                0.28571,                0.40406,                 0.1545,                0.92502,                0.28571,                0.44336,                0.19019,               0.060531,               0.046604,                0.01243,                      0,                0.00852,                0.00852,                0.00852
                    150,               0.087833,               0.038178,               0.012372,                      0,                0.55409,                0.46429,                0.47272,                0.17803,                0.51692,                0.42857,                 0.4401,                0.19605,               0.055258,               0.046564,               0.013306,                      0,                0.00851,                0.00851,                0.00851
                    151,               0.085528,                0.02867,                0.01337,                      0,                0.95928,                0.28571,                0.47528,                0.17833,                0.95928,                0.28571,                0.47539,                0.22539,               0.056562,                0.04623,                0.01231,                      0,                 0.0085,                 0.0085,                 0.0085
                    152,               0.087583,               0.036962,               0.014047,                      0,                0.50427,                    0.5,                0.46983,                0.24033,                0.53249,                0.42857,                0.42321,                0.18909,                0.05334,               0.049402,               0.013221,                      0,                0.00849,                0.00849,                0.00849
                    153,               0.081152,               0.031253,               0.015198,                      0,                0.59686,                    0.5,                 0.4932,                0.24431,                0.48785,                0.42857,                0.41022,                0.18402,               0.056059,               0.051828,               0.011896,                      0,                0.00848,                0.00848,                0.00848
                    154,               0.085988,               0.031828,                0.01334,                      0,                0.40661,                0.44078,                0.37416,                0.19261,                0.37764,                0.41204,                0.32754,                0.13965,               0.060286,               0.066474,               0.012297,                      0,                0.00847,                0.00847,                0.00847
                    155,               0.079355,               0.025597,               0.012421,                      0,                0.18821,                0.21429,                0.11243,               0.055279,                 0.1558,                0.14286,               0.080613,               0.027651,               0.076442,               0.068754,                0.01207,                      0,                0.00846,                0.00846,                0.00846
                    156,               0.077591,               0.036846,               0.015982,                      0,                0.30536,               0.071429,               0.081131,               0.038571,                0.30536,               0.071429,               0.076861,                 0.0266,               0.081455,                 0.0615,               0.013055,                      0,                0.00845,                0.00845,                0.00845
                    157,               0.075838,               0.034578,               0.016009,                      0,                0.59466,               0.071429,                 0.1824,               0.053543,                0.59466,               0.071429,                0.18731,               0.092302,                0.07945,                0.05781,               0.013541,                      0,                0.00844,                0.00844,                0.00844
                    158,               0.075261,               0.032664,               0.014323,                      0,                0.68765,                0.46429,                0.56616,                0.26657,                0.68765,                0.46429,                0.56632,                0.26294,               0.053968,                0.04983,               0.011917,                      0,                0.00843,                0.00843,                0.00843
                    159,               0.075873,               0.033512,               0.016883,                      0,                0.56511,                0.51078,                0.50873,                 0.2072,                0.52557,                0.47507,                0.44639,                0.22947,               0.058479,               0.048119,               0.012363,                      0,                0.00842,                0.00842,                0.00842
                    160,               0.092145,               0.040231,               0.015644,                      0,                0.44815,                0.52232,                0.40462,                0.15455,                0.42022,                0.49203,                0.38048,                0.13312,               0.056842,               0.045551,               0.013007,                      0,                0.00841,                0.00841,                0.00841
                    161,               0.088923,               0.032558,               0.014695,                      0,                0.39276,                0.46429,                 0.3563,                0.16259,                0.33426,                0.39286,                0.29111,                0.14048,               0.058214,               0.053217,               0.015173,                      0,                 0.0084,                 0.0084,                 0.0084
                    162,               0.089909,               0.037563,               0.015277,                      0,                0.51259,                0.26349,                0.31142,                0.12006,                0.51259,                0.26349,                0.31405,                0.14957,                0.05555,               0.047311,               0.014323,                      0,                0.00839,                0.00839,                0.00839
                    163,               0.085441,               0.044132,               0.014573,                      0,                0.58263,                0.35714,                0.39179,                0.19289,                0.58263,                0.35714,                0.39003,                0.13553,               0.054858,               0.045158,               0.013367,                      0,                0.00838,                0.00838,                0.00838
                    164,               0.090371,               0.036881,               0.016272,                      0,                0.66134,                0.41886,                 0.4739,                0.25488,                0.49491,                0.42022,                0.42721,                0.24088,               0.050253,               0.049362,               0.012366,                      0,                0.00837,                0.00837,                0.00837
                    165,               0.073803,               0.031749,               0.015434,                      0,                0.82704,                0.34231,                0.41776,                0.14123,                0.69231,                0.35714,                0.45736,                0.22721,               0.059271,               0.049716,               0.011621,                      0,                0.00836,                0.00836,                0.00836
                    166,               0.083194,               0.034217,               0.013766,                      0,                0.75933,                0.45122,                  0.537,                0.24711,                0.63252,                0.46429,                 0.5042,                0.24785,               0.051805,               0.055834,               0.011247,                      0,                0.00835,                0.00835,                0.00835
                    167,                 0.0919,               0.037427,               0.014778,                      0,                0.73042,                0.38739,                 0.4744,                0.22151,                0.62038,                0.46703,                0.49985,                0.23911,               0.056006,               0.050453,               0.011763,                      0,                0.00834,                0.00834,                0.00834
                    168,               0.084293,               0.030461,               0.012763,                      0,                0.44246,                0.53571,                0.46246,                 0.1585,                0.40719,                    0.5,                0.39786,                0.11438,                0.06041,                 0.0553,               0.010745,                      0,                0.00833,                0.00833,                0.00833
                    169,               0.086388,               0.037787,               0.015053,                      0,                0.47332,                    0.5,                0.41802,                0.22172,                0.47332,                    0.5,                 0.4128,                0.21111,                0.05481,                0.04754,               0.011904,                      0,                0.00832,                0.00832,                0.00832
                    170,               0.076156,               0.032034,               0.014498,                      0,                0.45952,                0.36463,                0.36159,                0.15705,                0.41229,                0.32143,                0.27841,                0.10478,               0.063934,               0.053165,               0.011496,                      0,                0.00831,                0.00831,                0.00831
                    171,               0.083404,               0.041363,               0.014401,                      0,                 0.3978,                0.32143,                0.26019,                0.11063,                 0.3618,                0.28571,                0.17674,               0.056564,               0.068625,               0.060786,                0.01153,                      0,                 0.0083,                 0.0083,                 0.0083
                    172,               0.081823,                0.02847,               0.013654,                      0,                0.43143,                0.29852,                0.30163,                0.12911,                 0.3803,                0.32143,                0.27114,                0.13599,               0.059116,               0.054751,               0.011824,                      0,                0.00829,                0.00829,                0.00829
                    173,               0.080469,               0.027102,               0.014179,                      0,                0.85494,                0.42142,                0.52291,                 0.2473,                0.58105,                0.39286,                 0.4625,                0.26518,               0.050103,               0.046094,               0.011349,                      0,                0.00828,                0.00828,                0.00828
                    174,               0.080202,               0.031404,               0.013829,                      0,                0.56593,                0.32143,                0.33847,                0.15767,                0.50221,                0.28571,                0.28427,                0.16249,               0.059812,               0.051653,               0.011482,                      0,                0.00827,                0.00827,                0.00827
                    175,               0.078528,               0.034055,               0.012749,                      0,                0.26866,                0.17857,                0.15302,                0.06801,                0.27436,                0.14286,                0.12327,               0.060553,               0.067439,                0.05812,               0.012614,                      0,                0.00826,                0.00826,                0.00826
                    176,               0.090437,               0.041073,               0.013258,                      0,                0.17791,                0.20122,               0.084815,                0.03232,                0.11467,                0.12979,               0.057977,               0.024297,               0.079598,               0.070483,               0.012844,                      0,                0.00825,                0.00825,                0.00825
                    177,               0.082962,               0.027731,               0.012104,                      0,                0.13617,                0.10714,               0.086831,               0.039902,               0.071887,                0.17857,               0.069486,               0.040658,               0.070354,               0.059958,                 0.0145,                      0,                0.00824,                0.00824,                0.00824
                    178,               0.080927,               0.032312,               0.016574,                      0,                0.44457,                   0.25,                0.26617,                0.10662,                0.25808,                0.28571,                0.15597,               0.068018,               0.062227,               0.055057,               0.012449,                      0,                0.00823,                0.00823,                0.00823
                    179,               0.080066,               0.029057,               0.014258,                      0,                0.19677,                0.39286,                0.20558,               0.085866,                0.14488,                0.28571,                0.12935,               0.072398,               0.064115,               0.051369,               0.014393,                      0,                0.00822,                0.00822,                0.00822
                    180,                0.08103,               0.030638,               0.013345,                      0,                0.38127,                0.32143,                 0.2326,                0.10717,                0.25918,                0.32143,                 0.1877,               0.068392,               0.063462,               0.061859,               0.016008,                      0,                0.00821,                0.00821,                0.00821
                    181,               0.081381,               0.033778,                0.01546,                      0,                0.28927,                0.39286,                0.26733,                0.11361,                0.29577,                   0.25,                0.19889,               0.074222,               0.064191,               0.050115,               0.013699,                      0,                 0.0082,                 0.0082,                 0.0082
                    182,               0.085207,                0.03656,               0.015879,                      0,                0.44433,                0.53571,                0.48831,                0.24296,                0.44433,                0.53571,                0.49408,                0.21073,               0.055718,               0.050179,               0.011357,                      0,                0.00819,                0.00819,                0.00819
                    183,               0.078892,               0.031462,               0.013864,                      0,                0.52583,                0.42857,                0.50858,                0.21925,                0.52583,                0.42857,                0.51216,                0.27695,               0.057065,               0.046307,               0.010668,                      0,                0.00818,                0.00818,                0.00818
                    184,               0.074265,                 0.0402,               0.013066,                      0,                0.51005,                0.57143,                 0.5401,                0.28985,                0.51005,                0.57143,                0.54023,                0.30843,               0.049417,               0.061248,               0.010905,                      0,                0.00817,                0.00817,                0.00817
                    185,               0.071694,                 0.0275,               0.013201,                      0,                0.44715,                0.53571,                0.43014,                0.19576,                0.47939,                0.39471,                0.38519,                0.17168,               0.055921,               0.055071,               0.011429,                      0,                0.00816,                0.00816,                0.00816
                    186,                0.08608,               0.038623,               0.015411,                      0,                      1,                0.39243,                0.59092,                0.31395,                0.51348,                    0.5,                0.52521,                0.29846,               0.046974,               0.050456,                0.01117,                      0,                0.00815,                0.00815,                0.00815
                    187,               0.074703,               0.027458,               0.014262,                      0,                0.96368,                0.35714,                0.53604,                0.27816,                0.51893,                    0.5,                0.50793,                0.29557,               0.050962,               0.044575,               0.012006,                      0,                0.00814,                0.00814,                0.00814
                    188,                0.08303,               0.036409,               0.014568,                      0,                0.73401,                 0.3943,                0.54385,                0.27032,                0.66751,                0.35859,                0.49613,                0.25168,               0.051752,               0.043945,               0.011191,                      0,                0.00813,                0.00813,                0.00813
                    189,               0.070317,               0.024116,               0.013004,                      0,                0.60373,                0.43557,                0.50748,                0.25414,                0.60373,                0.43557,                0.50737,                0.25744,               0.052552,               0.044593,               0.011028,                      0,                0.00812,                0.00812,                0.00812
                    190,               0.075178,                0.02951,               0.013167,                      0,                0.82719,                0.34265,                0.48491,                0.23024,                0.74163,                0.30827,                0.44263,                0.18428,               0.055013,                0.05083,               0.012361,                      0,                0.00811,                0.00811,                0.00811
                    191,               0.067684,               0.030597,                0.01481,                      0,                0.92209,                0.42309,                0.54228,                0.29219,                0.84434,                0.38781,                0.48653,                0.25282,               0.047829,               0.044829,               0.011624,                      0,                 0.0081,                 0.0081,                 0.0081
                    192,               0.066365,               0.028777,               0.014327,                      0,                0.65648,                0.42857,                0.53861,                0.30397,                0.53617,                0.35714,                0.44283,                0.21861,                0.04947,               0.073099,               0.012155,                      0,                0.00809,                0.00809,                0.00809
                    193,               0.084722,               0.027615,               0.012783,                      0,                0.63872,                0.31605,                0.42324,                0.23716,                0.56998,                0.28571,                0.35789,                0.18055,               0.055155,               0.049915,               0.013002,                      0,                0.00808,                0.00808,                0.00808
                    194,               0.072874,               0.036863,               0.014111,                      0,                 0.5824,                0.29943,                0.38602,                0.17922,                0.33277,                0.39286,                0.31374,                0.11452,               0.060642,               0.051557,               0.012783,                      0,                0.00807,                0.00807,                0.00807
                    195,               0.082753,               0.041928,               0.013924,                      0,                0.79402,                0.17857,                0.26594,                0.10597,                0.91857,                0.21429,                0.25586,               0.097085,               0.072708,               0.058769,               0.012759,                      0,                0.00806,                0.00806,                0.00806
                    196,               0.077673,               0.029256,               0.012912,                      0,                0.16945,                   0.25,                0.13273,               0.057893,                0.15235,                0.21429,                 0.1195,               0.061571,               0.070694,                0.06104,               0.013974,                      0,                0.00805,                0.00805,                0.00805
                    197,                0.07958,                0.03511,               0.013064,                      0,                0.43732,                0.39286,                0.36376,                0.14299,                0.40202,                0.28571,                0.29674,                 0.1153,               0.068865,               0.057215,                0.01344,                      0,                0.00804,                0.00804,                0.00804
                    198,               0.079125,                0.02568,               0.012039,                      0,                0.50817,                0.46429,                0.45109,                 0.2691,                 0.4421,                0.42857,                0.39901,                0.22352,                0.05151,                0.04984,                0.01462,                      0,                0.00803,                0.00803,                0.00803
                    199,               0.085084,               0.032711,               0.014816,                      0,                0.36899,                0.28571,                0.29206,                0.18323,                0.67694,                0.21429,                0.26191,                0.11298,               0.056568,               0.051274,               0.017693,                      0,                0.00802,                0.00802,                0.00802
                    200,               0.071448,               0.027414,               0.014382,                      0,                0.39034,                0.36612,                0.35761,                0.20227,                0.33333,                0.35714,                0.32307,                0.17884,               0.053277,               0.048367,               0.021619,                      0,                0.00801,                0.00801,                0.00801
                    201,               0.077718,                0.02521,               0.013615,                      0,                0.45561,                0.41874,                0.39717,                0.21583,                0.41649,                0.39286,                0.35832,                0.14602,               0.049809,               0.048909,               0.019376,                      0,                  0.008,                  0.008,                  0.008
