                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    219,               0.071585,               0.025171,               0.012648,                      0,                0.67095,                0.57143,                0.56114,                0.23895,                0.62746,                0.53571,                0.49241,                0.21408,               0.049367,               0.047849,               0.011261,                      0,                0.00782,                0.00782,                0.00782
                    220,               0.073616,               0.032263,               0.010957,                      0,                0.58868,                0.53571,                 0.4895,                0.23462,                0.58868,                0.53571,                0.47129,                0.22619,               0.050784,               0.049211,               0.011146,                      0,                0.00781,                0.00781,                0.00781
                    221,               0.069905,                0.03345,               0.012835,                      0,                0.49311,                    0.5,                0.43645,                0.21241,                 0.4472,                0.46429,                0.36206,                0.14603,               0.056024,               0.051895,                0.01207,                      0,                 0.0078,                 0.0078,                 0.0078
                    222,               0.078505,               0.034284,               0.014321,                      0,                0.65011,                0.57143,                0.51469,                 0.2513,                0.56481,                    0.5,                0.39919,                0.16179,               0.051745,               0.053278,               0.011477,                      0,                0.00779,                0.00779,                0.00779
                    223,               0.069588,               0.032963,               0.013123,                      0,                0.80138,                    0.5,                0.53098,                0.24003,                0.80138,                    0.5,                0.52963,                0.26469,               0.050524,               0.053776,               0.011253,                      0,                0.00778,                0.00778,                0.00778
                    224,               0.074165,               0.041675,               0.013573,                      0,                0.59883,                0.46429,                 0.4948,                 0.2327,                0.59549,                0.53571,                0.50928,                 0.2137,               0.050254,               0.062061,                0.01161,                      0,                0.00777,                0.00777,                0.00777
                    225,               0.076507,               0.029535,               0.013643,                      0,                0.56599,                0.46429,                0.43345,                0.17525,                0.42875,                0.42889,                0.31765,                0.12467,               0.058561,               0.056676,               0.011851,                      0,                0.00776,                0.00776,                0.00776
                    226,               0.070995,               0.025896,               0.012503,                      0,                0.60446,                 0.4915,                0.41231,                0.16975,                0.51781,                0.42212,                0.33179,                0.12624,               0.064549,               0.055594,               0.010516,                      0,                0.00775,                0.00775,                0.00775
                    227,               0.068596,               0.027666,               0.011802,                      0,                0.62964,                0.46429,                0.49175,                0.24275,                0.57946,                0.42857,                0.44019,                0.20486,               0.054897,               0.045859,               0.010847,                      0,                0.00774,                0.00774,                0.00774
                    228,                0.08636,               0.032675,                0.01223,                      0,                0.50948,                0.53571,                 0.4468,                 0.2192,                0.41149,                0.42857,                0.34471,                0.13841,               0.062005,               0.055759,               0.010604,                      0,                0.00773,                0.00773,                0.00773
                    229,                 0.0786,               0.038589,               0.013657,                      0,                0.57351,                0.46429,                  0.413,                0.21906,                0.49103,                0.39286,                 0.3351,                0.14247,               0.057605,               0.069253,               0.011522,                      0,                0.00772,                0.00772,                0.00772
                    230,                0.06632,               0.032668,               0.015477,                      0,                0.66217,                0.35714,                0.39895,                0.18179,                 0.5948,                0.32143,                0.35478,                0.15548,                0.05749,               0.090621,               0.012347,                      0,                0.00771,                0.00771,                0.00771
                    231,               0.075719,                0.03292,               0.013988,                      0,                0.53346,                0.35714,                0.37269,                0.15949,                0.59484,                0.28571,                 0.3285,                0.13068,               0.059133,               0.080324,               0.011952,                      0,                 0.0077,                 0.0077,                 0.0077
                    232,               0.069148,                0.02902,               0.012726,                      0,                0.42986,                0.35714,                0.32599,                0.19657,                0.42986,                0.35714,                0.32566,                0.18791,               0.058303,               0.069342,               0.011963,                      0,                0.00769,                0.00769,                0.00769
                    233,               0.068587,               0.025769,               0.010982,                      0,                0.48771,                0.37442,                0.42117,                0.21654,                0.49932,                0.35714,                0.42673,                0.22755,               0.055118,               0.048829,               0.011827,                      0,                0.00768,                0.00768,                0.00768
                    234,                0.08686,               0.030956,               0.013737,                      0,                0.85117,                0.42857,                0.54365,                0.26702,                0.85117,                0.42857,                0.52852,                 0.2565,               0.054324,               0.049875,                0.01094,                      0,                0.00767,                0.00767,                0.00767
                    235,               0.062276,               0.028621,               0.012866,                      0,                0.75483,                0.57143,                0.59467,                0.24397,                0.69803,                0.53571,                0.54705,                0.22589,               0.055121,               0.041812,              0.0098774,                      0,                0.00766,                0.00766,                0.00766
                    236,                0.07584,               0.026394,               0.012485,                      0,                0.88333,                0.54104,                 0.6525,                0.34374,                0.88333,                0.54104,                0.65423,                0.36534,               0.049743,               0.043731,              0.0097706,                      0,                0.00765,                0.00765,                0.00765
                    237,               0.071354,               0.028084,               0.015533,                      0,                0.68541,                0.57143,                0.54256,                0.29647,                0.59781,                    0.5,                0.44636,                  0.199,               0.054026,               0.092476,               0.010452,                      0,                0.00764,                0.00764,                0.00764
                    238,                0.07176,               0.021871,               0.009386,                      0,                0.79701,                0.39286,                0.46669,                0.26285,                0.79701,                0.39286,                 0.4665,                   0.23,               0.057047,               0.085775,               0.011229,                      0,                0.00763,                0.00763,                0.00763
                    239,               0.067155,               0.028364,              0.0086897,                      0,                 0.5562,                0.42857,                0.40566,                0.22425,                0.50903,                0.39286,                 0.3431,                0.17079,               0.057763,               0.074679,               0.011349,                      0,                0.00762,                0.00762,                0.00762
                    240,                0.07309,               0.024278,               0.013105,                      0,                0.67219,                0.42857,                0.43859,                0.18156,                 0.6229,                0.39286,                0.37443,                 0.1876,               0.060902,               0.065203,               0.011325,                      0,                0.00761,                0.00761,                0.00761
                    241,               0.068605,               0.027891,               0.013556,                      0,                0.48989,                0.42857,                0.41817,                0.18026,                0.41307,                0.35714,                0.31317,                0.12252,               0.057493,               0.053042,               0.012954,                      0,                 0.0076,                 0.0076,                 0.0076
                    242,               0.069707,               0.022714,               0.012483,                      0,                0.45187,                0.39286,                 0.3783,                0.20413,                0.45187,                0.39286,                0.37786,                0.21098,               0.053362,                0.05442,               0.013813,                      0,                0.00759,                0.00759,                0.00759
                    243,               0.069483,               0.037127,               0.013733,                      0,                0.44651,                0.39286,                0.37444,                0.16368,                0.41211,                0.37589,                 0.3145,                0.14812,               0.059453,               0.056107,               0.015194,                      0,                0.00758,                0.00758,                0.00758
                    244,               0.076566,                0.02983,               0.017124,                      0,                0.57332,                0.42857,                0.45551,                0.27124,                0.52416,                0.39286,                0.41884,                0.24709,               0.049358,               0.049336,               0.013071,                      0,                0.00757,                0.00757,                0.00757
                    245,               0.080676,               0.028529,               0.014729,                      0,                0.42349,                0.53571,                 0.4786,                0.27801,                0.41197,                0.53571,                0.46296,                0.21532,               0.050687,               0.045943,                0.01199,                      0,                0.00756,                0.00756,                0.00756
                    246,               0.067779,               0.030383,                0.01356,                      0,                0.48229,                0.46429,                0.43743,                0.20819,                0.52767,                    0.5,                0.46991,                0.27081,               0.054974,               0.044291,                0.01129,                      0,                0.00755,                0.00755,                0.00755
                    247,               0.070935,               0.027832,               0.014381,                      0,                0.70307,                0.50766,                0.55053,                 0.3352,                0.70307,                0.50766,                0.58065,                0.33414,               0.051593,               0.045593,               0.010721,                      0,                0.00754,                0.00754,                0.00754
                    248,               0.068547,                0.03299,               0.012953,                      0,                0.56344,                0.60714,                0.52144,                 0.2826,                0.56344,                0.60714,                0.52144,                0.26616,               0.053315,               0.045332,               0.010369,                      0,                0.00753,                0.00753,                0.00753
                    249,               0.075832,                0.03478,               0.013767,                      0,                 0.7131,                0.60714,                0.59417,                0.31331,                 0.7131,                0.60714,                0.59417,                0.34184,               0.051669,               0.043279,               0.010342,                      0,                0.00752,                0.00752,                0.00752
                    250,               0.074582,               0.032687,               0.015694,                      0,                0.73231,                0.53571,                0.60991,                0.29505,                0.73231,                0.53571,                0.60991,                0.31712,               0.050257,                0.04646,               0.010014,                      0,                0.00751,                0.00751,                0.00751
                    251,               0.070798,               0.025064,               0.012039,                      0,                0.78987,                0.39286,                0.51168,                0.23044,                0.59198,                0.57003,                0.56992,                0.31881,               0.056883,               0.045593,               0.010732,                      0,                 0.0075,                 0.0075,                 0.0075
                    252,               0.078527,               0.031956,               0.013069,                      0,                0.61257,                0.62145,                0.61333,                 0.3468,                0.58209,                0.59719,                0.58507,                0.28723,               0.045026,               0.044619,               0.011092,                      0,                0.00749,                0.00749,                0.00749
                    253,                0.07757,               0.034912,               0.015297,                      0,                0.76122,                0.45583,                0.53682,                0.25399,                0.76122,                0.45583,                0.53782,                0.30588,               0.050098,               0.045784,               0.012321,                      0,                0.00748,                0.00748,                0.00748
                    254,               0.078363,               0.029081,               0.013228,                      0,                0.75998,                    0.5,                0.58122,                0.32107,                0.68788,                0.46429,                0.53132,                0.24494,               0.047476,               0.046356,               0.012102,                      0,                0.00747,                0.00747,                0.00747
                    255,               0.072001,               0.033999,                0.01266,                      0,                0.83241,                0.53571,                0.62393,                0.32314,                0.77327,                    0.5,                0.56467,                0.26546,               0.046845,               0.047759,               0.010195,                      0,                0.00746,                0.00746,                0.00746
                    256,               0.072603,               0.026208,               0.011604,                      0,                0.79359,                0.60714,                0.62457,                 0.3419,                0.79359,                0.60714,                0.62457,                0.34838,                0.04716,               0.044731,               0.010751,                      0,                0.00745,                0.00745,                0.00745
                    257,               0.060057,               0.023677,               0.010612,                      0,                0.59518,                0.53571,                0.52102,                0.14209,                0.50745,                0.44187,                0.38628,                0.11055,                 0.0574,               0.047023,               0.014003,                      0,                0.00744,                0.00744,                0.00744
                    258,               0.078785,               0.035299,               0.013466,                      0,                0.75478,                    0.5,                0.57598,                0.23107,                 0.6237,                    0.5,                0.55932,                 0.2091,                0.05289,               0.043258,               0.012086,                      0,                0.00743,                0.00743,                0.00743
                    259,               0.069121,               0.024796,               0.013063,                      0,                0.67963,                0.60615,                0.59235,                0.31597,                0.60889,                0.57143,                0.56999,                0.22816,               0.049529,                0.04399,               0.010769,                      0,                0.00742,                0.00742,                0.00742
                    260,               0.068044,               0.028217,               0.015643,                      0,                0.60171,                    0.5,                0.50912,                0.21275,                 0.5619,                    0.5,                0.45979,                0.12682,                 0.0541,                0.04533,               0.010056,                      0,                0.00741,                0.00741,                0.00741
                    261,               0.060339,               0.023681,               0.013206,                      0,                0.55018,                0.39286,                0.45503,                0.20443,                0.55018,                0.39286,                0.45413,                0.14967,               0.055813,               0.051589,                0.01152,                      0,                 0.0074,                 0.0074,                 0.0074
                    262,               0.072498,               0.027283,               0.011319,                      0,                0.52827,                0.52026,                0.52078,                0.29934,                0.63256,                0.35714,                0.42054,                0.16163,                0.05234,               0.052784,               0.010526,                      0,                0.00739,                0.00739,                0.00739
                    263,                0.06764,               0.024918,               0.011952,                      0,                0.56244,                0.57143,                0.59249,                0.33164,                0.56244,                0.57143,                0.60244,                0.30255,               0.052448,               0.050437,              0.0094742,                      0,                0.00738,                0.00738,                0.00738
                    264,               0.077328,               0.032235,               0.016596,                      0,                0.80759,                    0.5,                0.56977,                0.30834,                0.86699,                0.53571,                0.60766,                0.31126,               0.053744,               0.044919,              0.0095997,                      0,                0.00737,                0.00737,                0.00737
                    265,               0.061344,               0.021467,               0.012368,                      0,                 0.6931,                0.39286,                0.51975,                0.28407,                0.48077,                0.56237,                0.51872,                 0.2901,               0.054704,               0.051225,                0.01004,                      0,                0.00736,                0.00736,                0.00736
                    266,               0.075111,               0.024612,               0.011874,                      0,                0.65597,                0.54507,                0.62421,                0.33816,                0.69977,                0.58303,                0.65324,                0.24798,               0.050554,               0.046516,              0.0094849,                      0,                0.00735,                0.00735,                0.00735
                    267,               0.068667,               0.028743,                0.01136,                      0,                0.70835,                0.28571,                0.34097,                0.21088,                0.70835,                0.28571,                0.34089,                 0.1674,               0.058229,                0.05079,               0.012454,                      0,                0.00734,                0.00734,                0.00734
                    268,               0.067078,               0.024471,               0.013607,                      0,                 0.5418,                0.32143,                0.31763,                0.17642,                0.45225,                   0.25,                0.22467,                0.11364,               0.064591,               0.057724,               0.012938,                      0,                0.00733,                0.00733,                0.00733
                    269,               0.073134,               0.033401,               0.014175,                      0,                0.60696,                0.32143,                0.39938,                0.23398,                0.50257,                0.32492,                0.33804,                0.15349,               0.059192,               0.061677,                0.01164,                      0,                0.00732,                0.00732,                0.00732
                    270,               0.071912,               0.026037,               0.011153,                      0,                0.57933,                0.39351,                0.47021,                0.25587,                0.52906,                0.42857,                0.48927,                0.24445,               0.053624,               0.045277,               0.011397,                      0,                0.00731,                0.00731,                0.00731
                    271,               0.075916,               0.022678,               0.011608,                      0,                0.60037,                0.53571,                0.52929,                 0.2792,                0.54363,                    0.5,                0.47478,                0.21546,                0.05376,               0.049203,               0.010449,                      0,                 0.0073,                 0.0073,                 0.0073
                    272,               0.062606,               0.025449,               0.013167,                      0,                0.78728,                0.52903,                0.56584,                0.31688,                0.55694,                0.62878,                0.56417,                0.24525,               0.050493,               0.046733,               0.010283,                      0,                0.00729,                0.00729,                0.00729
                    273,               0.073837,               0.032222,               0.011257,                      0,                 0.6583,                0.67857,                0.67454,                0.31735,                 0.6583,                0.67857,                0.67694,                0.21346,               0.049139,               0.042482,              0.0089775,                      0,                0.00728,                0.00728,                0.00728
                    274,               0.076284,               0.029135,               0.010221,                      0,                 0.7939,                0.55072,                0.61809,                0.32386,                0.65205,                0.71429,                0.64042,                 0.3281,               0.053498,               0.041683,              0.0087612,                      0,                0.00727,                0.00727,                0.00727
                    275,               0.073205,               0.021134,               0.013221,                      0,                0.66365,                0.64286,                0.65294,                0.29751,                0.66365,                0.64286,                0.65311,                0.26378,               0.048977,               0.041753,              0.0089615,                      0,                0.00726,                0.00726,                0.00726
                    276,               0.069676,               0.029765,               0.013538,                      0,                0.72166,                0.64286,                0.63482,                0.32507,                0.72166,                0.64286,                0.64951,                0.33827,               0.049205,               0.042754,                 0.0098,                      0,                0.00725,                0.00725,                0.00725
                    277,               0.072737,               0.029195,               0.013176,                      0,                0.88188,                0.53344,                0.61078,                0.30654,                 0.8158,                    0.5,                 0.5693,                0.28233,               0.046835,               0.042168,               0.010662,                      0,                0.00724,                0.00724,                0.00724
                    278,               0.069632,               0.032622,               0.013779,                      0,                 0.8471,                    0.5,                0.60016,                0.31316,                0.78459,                0.46429,                0.55363,                0.25434,               0.047055,               0.041245,               0.010641,                      0,                0.00723,                0.00723,                0.00723
                    279,               0.063467,               0.027132,               0.011409,                      0,                0.88421,                0.39286,                0.52628,                0.28839,                0.47027,                0.53571,                0.46858,                0.22367,               0.047062,               0.043319,               0.012729,                      0,                0.00722,                0.00722,                0.00722
                    280,               0.068294,               0.023064,               0.012307,                      0,                0.80979,                0.39286,                0.52047,                0.25979,                0.80979,                0.39286,                0.52047,                0.24885,               0.051813,               0.045964,               0.013418,                      0,                0.00721,                0.00721,                0.00721
                    281,               0.067623,                0.02497,               0.011053,                      0,                0.66347,                0.39286,                0.49406,                0.28449,                0.66347,                0.39286,                0.49406,                0.29035,               0.048908,               0.046877,               0.015039,                      0,                 0.0072,                 0.0072,                 0.0072
                    282,               0.066283,               0.024069,               0.011767,                      0,                0.74434,                0.42857,                0.54212,                 0.2302,                 0.6766,                0.39286,                 0.4879,                0.18789,               0.051717,               0.046999,               0.014671,                      0,                0.00719,                0.00719,                0.00719
                    283,               0.073044,               0.031185,               0.012046,                      0,                0.66815,                0.42857,                0.49872,                0.29569,                0.66815,                0.42857,                0.51082,                 0.2622,               0.048096,                0.04912,               0.012751,                      0,                0.00718,                0.00718,                0.00718
                    284,                0.06416,               0.024964,               0.014371,                      0,                0.71606,                0.39286,                0.46998,                 0.2819,                0.64964,                0.35714,                0.41764,                0.18037,               0.047634,               0.046559,               0.013098,                      0,                0.00717,                0.00717,                0.00717
                    285,               0.078316,               0.027577,                0.01222,                      0,                0.70244,                0.21429,                0.21756,                  0.122,                0.70244,                0.21429,                0.21062,               0.097951,               0.079442,               0.075566,                0.01835,                      0,                0.00716,                0.00716,                0.00716
                    286,               0.063172,               0.026897,               0.012779,                      0,                0.72211,                0.21429,                0.21636,                0.12931,                0.72211,                0.21429,                0.20925,                0.13001,               0.073007,               0.067515,               0.020561,                      0,                0.00715,                0.00715,                0.00715
                    287,               0.069693,               0.024746,               0.014926,                      0,                 0.7212,                0.21429,                 0.2594,                0.13948,                 0.7212,                0.21429,                0.24739,                0.10065,               0.070013,               0.070512,               0.014123,                      0,                0.00714,                0.00714,                0.00714
                    288,               0.072008,               0.029498,               0.011641,                      0,                0.69266,                0.35714,                0.37088,                0.20458,                0.61084,                0.32143,                0.31878,                0.15278,               0.056331,               0.055071,                0.01333,                      0,                0.00713,                0.00713,                0.00713
                    289,               0.067013,               0.025965,                0.01186,                      0,                0.87753,                0.35714,                0.42035,                0.21591,                0.78978,                0.32143,                0.36233,                0.17245,               0.056972,               0.053678,               0.012022,                      0,                0.00712,                0.00712,                0.00712
                    290,                0.07099,               0.035327,                0.01249,                      0,                0.83751,                0.36877,                0.46781,                0.24638,                0.76888,                0.35648,                0.40472,                0.20557,                0.05351,               0.045894,               0.011888,                      0,                0.00711,                0.00711,                0.00711
                    291,               0.056057,                0.02766,               0.011228,                      0,                0.59786,                0.60714,                0.58917,                0.28123,                0.59786,                0.60714,                0.58917,                0.33423,               0.051323,               0.047007,               0.010732,                      0,                 0.0071,                 0.0071,                 0.0071
                    292,               0.064229,               0.026086,               0.012271,                      0,                0.69514,                0.53571,                0.62585,                0.32817,                0.69514,                0.53571,                0.62585,                0.36885,               0.047009,               0.042394,               0.010126,                      0,                0.00709,                0.00709,                0.00709
                    293,               0.064772,               0.026479,               0.010907,                      0,                0.82785,                0.57143,                0.66846,                0.37474,                0.82785,                0.57143,                0.66846,                0.37771,               0.047433,               0.041725,              0.0092766,                      0,                0.00708,                0.00708,                0.00708
                    294,               0.062247,               0.025229,              0.0096783,                      0,                0.72536,                0.53571,                0.60893,                0.30373,                0.72536,                0.53571,                0.59803,                0.34408,               0.049461,               0.041831,              0.0097439,                      0,                0.00707,                0.00707,                0.00707
                    295,               0.060424,               0.024317,               0.010342,                      0,                0.71236,                0.57143,                0.63365,                0.34868,                0.66047,                0.53571,                0.57896,                0.27668,               0.049949,               0.044309,               0.009605,                      0,                0.00706,                0.00706,                0.00706
                    296,               0.063657,               0.027661,               0.013857,                      0,                0.63965,                0.53571,                0.57087,                0.32835,                0.58863,                    0.5,                0.50673,                 0.2904,               0.051013,               0.045731,               0.010337,                      0,                0.00705,                0.00705,                0.00705
                    297,               0.069974,               0.027817,               0.011984,                      0,                0.72561,                0.56684,                0.54385,                0.31327,                0.72561,                0.56684,                0.54332,                0.30423,                0.05045,               0.044393,               0.010377,                      0,                0.00704,                0.00704,                0.00704
                    298,               0.074325,               0.026978,               0.015062,                      0,                0.57293,                0.52729,                0.45653,                0.19442,                0.50786,                0.44261,                0.35196,                0.11506,               0.059022,               0.044966,               0.010606,                      0,                0.00703,                0.00703,                0.00703
                    299,               0.073156,               0.022705,                0.01211,                      0,                0.63319,                0.57143,                 0.5124,                0.23589,                0.54293,                0.46674,                0.40401,                0.18251,               0.055421,               0.047038,                0.01066,                      0,                0.00702,                0.00702,                0.00702
                    300,               0.060193,               0.024285,               0.011272,                      0,                0.75443,                0.53571,                0.52206,                0.27917,                0.70264,                    0.5,                0.49206,                0.22439,               0.052052,               0.048918,               0.010986,                      0,                0.00701,                0.00701,                0.00701
                    301,               0.070883,               0.025121,               0.011314,                      0,                 0.6162,                0.57143,                0.50649,                0.28881,                0.49268,                0.46429,                0.35723,                0.18791,               0.054224,                0.05835,                0.01098,                      0,                  0.007,                  0.007,                  0.007
                    302,               0.072207,               0.021734,               0.010823,                      0,                0.62289,                0.46429,                0.48198,                0.20119,                 0.5245,                0.39286,                0.36234,                0.16468,               0.058155,               0.063224,                0.01101,                      0,                0.00699,                0.00699,                0.00699
                    303,               0.067598,                0.02599,                0.01378,                      0,                0.55966,                    0.5,                0.49028,                0.23857,                0.47423,                0.35714,                0.35676,                0.16209,               0.054907,               0.065252,               0.011423,                      0,                0.00698,                0.00698,                0.00698
                    304,               0.071431,               0.027803,               0.010344,                      0,                0.56185,                0.46429,                0.45355,                0.22002,                0.69114,                0.28571,                 0.3265,                0.14178,               0.059291,               0.076142,               0.011386,                      0,                0.00697,                0.00697,                0.00697
                    305,               0.067695,               0.029651,               0.011579,                      0,                0.65289,                0.60469,                0.60915,                0.34884,                0.85034,                0.42857,                0.52875,                0.31437,               0.050689,               0.057662,               0.010577,                      0,                0.00696,                0.00696,                0.00696
                    306,               0.072142,               0.026826,               0.013753,                      0,                0.71814,                0.63717,                0.70137,                0.36449,                0.58351,                0.57143,                0.61977,                0.24381,               0.051265,               0.056196,              0.0090469,                      0,                0.00695,                0.00695,                0.00695
                    307,               0.078898,               0.028782,               0.010399,                      0,                0.79932,                0.64286,                0.70122,                0.40433,                0.79932,                0.64286,                0.69706,                0.28561,               0.048279,               0.045527,              0.0085836,                      0,                0.00694,                0.00694,                0.00694
                    308,               0.070529,               0.027566,               0.010438,                      0,                0.81281,                0.62068,                 0.7365,                0.38024,                0.76601,                0.58497,                 0.6891,                0.36341,               0.049409,               0.046321,              0.0086571,                      0,                0.00693,                0.00693,                0.00693
                    309,                0.06545,               0.027816,               0.014003,                      0,                0.74571,                0.67857,                0.73299,                 0.2706,                0.62135,                0.57143,                0.61568,                0.18798,               0.055193,               0.045116,              0.0080563,                      0,                0.00692,                0.00692,                0.00692
                    310,               0.080225,               0.030294,               0.013264,                      0,                0.80302,                0.57143,                0.69687,                0.34431,                0.67879,                    0.5,                0.61091,                0.24087,               0.049364,                0.04512,              0.0087025,                      0,                0.00691,                0.00691,                0.00691
                    311,               0.064614,               0.027586,               0.012585,                      0,                0.88566,                 0.5538,                0.63541,                0.30192,                0.72143,                    0.5,                0.54327,                0.19842,               0.047993,               0.043061,              0.0099228,                      0,                 0.0069,                 0.0069,                 0.0069
                    312,               0.064469,               0.031378,                0.01084,                      0,                0.83355,                0.53571,                0.61608,                0.30168,                0.78157,                0.51159,                 0.5675,                0.27781,               0.049365,               0.040659,               0.010209,                      0,                0.00689,                0.00689,                0.00689
